text,mark
"Прекрасный отель в центре Питера. До всех достопримечательностей пешком от 5 до 20 мин.: Казанский, эрмитаж, русский музей, спас на крови, исакий, невский, летний парк, марсово поле и т.д. до всех них пройти совсем недалеко) До Петропавловки только пару оставок на метро, но это как дополнительная возможность посмотреть метро) Номер очень хороший, все есть, и чайник и посуда и ножи и холодильник т.д. У нас был ""комфорт"", на 3 эт, лифт есть. Фото номера на сайте отеля есть. В отеле ночью тихо и за окнами тоже, прекрасно высыпались! С водой проблем нет. Единственный минус отсутствие кондиционера( есть вениилятор, но не особо помогает, да и при открытом окне комары закусали. Сеток на окнах нет( уборка каждый день, хорошая. Персонал приветливый, всегда подскажут если есть вопросы. Отдельное спасибо за возможность позднего выезда абсолютно бесплатно! Однозначно рекомендую этот отель! При установке кондицирнеров во всех номерах с удовольствием остановимся еще раз и в летнее время)",5
Отличный отель. Все просто супер. Расположен в одной минуте от одной из достопримечательностей Петербурга - Банковского моста с грифонами. Номера на любой вкус и кошелек. Отличное обслуживание. Ежедневная уборка. Всем спасибо за наш хороший отдых.,5
"Отличный отель! Отличное за свои деньги расположение, уютные номера, всё необходимое уже есть в комнате. Единственный минус - нет кондиционера, но вместо него стоит вентилятор, который тоже немного спасает от духоты.",5
"Очень хорошая, уютная гостишка! Нам очень понравилось. Вернёмся туда ещё!👍🏼",5
"Шикарные номера, шикарный персонал, замечательное расположение, все очень порадовало. Огромное спасибо!",5
"Из минусов: нет кондиционера, только вентилятор. Из плюсов: почти центр города, всё очень близко.",4
"В номере чисто,мини кухня,центр, рекомендую, вернёмся обязательно, у супруга был день рождения подарили бутылочку шампанского,приятно ,все понравилось!!!",5
"Были в СПб с 20 по 28 июля 2024 года. Номер 104 (первый этаж. это важно). Расположение вполне удачное. Сам отель чистый и вполне современный. Есть кухонька с холодильником даже в самых малых номерах. Кондиционер есть только в более дорогих номерах, а потому дальше о недостатках: Открывать окна практика неплохая, но именно номер 104 расположен на первом этаже окнами во внутренний дворик, в котором постоянно ""зажигают"" доставщики. Всё курево у вас в номере, вся очень громкая музыка и разговоры - у вас в номере. Ругаться небыло большого смысла, так как пока очухаешься ото сна, они уже уехали ""на задание"" и приезжают новые. Если бы не курево, музыка и разговоры до самого утра, то номер вполне хороший и тихий.",4
Удачное расположение. Чисто. Аккуратно. Уборка каждый день. Лифт. Круглосуточный ресепшн. Отвечают на запросы. Из минусов - не во всех номерах кондиционеры (но есть вентилятор),5
"К сожалению, разочаровал отель, минусов множество: 1. При бронировании указывали, что необходимы раздельные кровати. В итоге - одна кровать. Менеджер на ресепшен попытался решить вопрос: раздвинуть и заправил кровати, но когда раздвинуть кровати, там лежала чужая тапочка. Значит, в номерах плохо убирают 2. Ночник над кроватью отвалился 3. Отвалилась лейка душа Утром по всем этим пунктам беседовали с менеджером на ресепшен, должны были в течение дня устранить, в итоге с душем вопрос решили, а со светильником нет. Плюс ко всему постоянный шум под окнами: такси, доставили. Круглые сутки В данный отель не вернёмся и не будем рекомендовать знакомым",1
"В номерах чисто аккуратно, обслуживание норм. Расположение , в шаговой доступности метро,центр. Нету своей столовой это минус, хорошо что есть радом соловая по этой же улице.😀👍🖕",5
"Хороший отель, есть все что нужно, в отличном месте не далеко от метро.",5
"Хороший отель, удобное расположение, 5 мин до Казанского собора.но есть но всю неделю была жара 30, в номере кондиционеров нет, стоит только вентилятор но толку от него мало. Окна выходили во двор, где 24 /7 собирают заказы на доставку, поэтому граждане ближнего зарубежья гутарят под окнами всю ночь, та к что открыть окно не вариант.",4
"Очень приличный отель не далеко от центра. Приветливый персонал, очень отзывчивые молодые люди на ресепшен. Единственный минус летом достаточно жарко в номерах без кондиционеров. Номера очень чистые, просторные. Кровати удобные. Если хотите отдохнуть и иметь возможность быстро попасть в центр и в любое время вернуться в отель, то вам именно сюда.",5
"Все отлично, но в ванной не работал фен, выключался каждые 15 секунд. Также не работала сушилка.",4
"Небольшой уютный отель. Очень понравилось то что не слышно соседей от слова совсем. Даже учитывая что за стеной был бар. Сервиз отличный. Персонал приветливый. Уборка в номере на отлично (к примеру: забыли помыть посуду перед уходом, пришли посуда чистая). Наше чисто субъективное мнение отель отличный. И самое главное все в шаговой доступности от магазинов и столовых до музеев и развлечений.",5
"отдыхали в этом отеле с 17.07-21.07, если это можно назвать «отдыхом», жили на 4 м этаже окна выходят на сторону банковского переулка и это капец товарищи, рядом с отелем бар и там как вы понимаете всем все равно, что вы отдыхаете да и мы понимаем это - сами были молодые)) но это ооочень омрачает отдых, так же читайте внимательно описание номера - в нашем не было кондиционера, но как?? в наше время сейчас везде мне кажется он есть, шпарило от крыши, по мимо духоты в целом, в вообщем, бронируя номер в izzzi на Банковском, учитывайте, что отдохнуть может не получиться! Но Питер сам прекрасен!",2
"Бомбическая гостиница! Всë на высшем уровне, начиная от расположения до сервиса. Так держать! Во всех сетях сделала рекламные посты! Рекомендую!",5
"Все хорошо,сняла звезду за шум,номер был на первом этаже во двор,там яндекс лавка и всю ночь подъезжают машины,ор,шум.Но это была жара,при закрытых окнах наверно норм.А сам отель и нлмер и условия и расположение просто супер.",4
"Очень удобное расположение, в шаговой доступности Дом книги и Казанский собор. Чистота в номере, приветливый персонал. Рекомендую.",5
"Номер для двоих в самый раз, интересный дизайн. Рядом с центром. Чисто и уютно. Нам с подругой понравилось",5
Все отлично.рекомендую,5
"Классный отель, отзывчивый персонал, удобное расположение",5
"Жили в номере категории SUPERIOR в июне 2024. Плюсы: - удобное расположение, рядом с Невским и всеми основными достопримечательностями + метро тоже рядом - размер и планировка номера (метраж не очень большой, но все удобно) - есть мини-кухня со всем необходимым: плита, холодильник, набор посуды - очень удобно - чистота; ежедневная уборка; очень чисто в ванной - нормальная шумоизоляция внутри отеля (не слышно было никого из соседей), для Питера это редкость) - мы приехали чуть раньше, нас без проблем заселили; учли пожелания по типу кроватей Минусы/нюансы, на которые стоит обратить внимание: - у нас был первый этаж, рядом несколько баров; из-за жары окна всегда держали открытыми (нет кондиционера) - было шумновато - Нет воды в номерах (есть чайник в номере и кулер с питьевой водой на этаже) В целом по соотношению цена/качество отель на 5+",5
"Преимущества отеля: расположение в центре, в нескольких минутах от Банковского моста на Грибоедовском канале, мини-кухня в семейном номере, хорошая уборка, в целом приятный дизайн. Минусы: соседствует с кальянной-кафе, в котором до 5 утра играет клубная музыка, наш номер был ближайший к нему, спать было затруднительно из-за басов за стенкой, также они выставляют столики на улицу, прямо под окна отеля, весь смех и веселье - в номере.",3
"Хорошее расположение. Многие достопримечательности рядом. Чисто ,уютно. Фишка с кухонным набором зачётная. Жили неделю на 4ом этаже. Лестница, лифт -проблем нет. Вода питьевая на каждом этаже.",5
"Комфортное пребывание. Вежливый персонал. Была Алина. Близко к Невскому проспекту.Наличие камеры хранения. Рекомендую.В номере чисто,комфортная кровать,наличие посуды для чая и приготовления пищи.Нахождение 7-10 минут от метро Невский проспект.",5
"Все хорошо , кроме отсутствия кондиционера",4
"Не смотря на то что все пошло не так с самого начала отель хороший,номер большой, жаль нет кондиционера,жили на первом этаже,окна открыть не сильно могли слышимость конечно супер под нашими окнами и грузили что в 6 утра и молодежь курила и ржала .выбирайте этаж выше .",5
"Очень комфортно, рядом с центром уютный номер . Спасибо, буду рекомендовать знакомым .",5
Плохая шумоизоляция. Спать невозможно. Пахнет канализация.,2
Симпатичная гостиница,4
"Отель оправдывает свою цену и звезды. Понравилось - вежливость персонала, чистота в номере (убирали даже когда не просили). Не понравилось - нет вентиляции в номере и туалете-душевой, проблемы с регулировкой окна, держатель душа не работает.",3
"Прекрасный отель, супер персонал",5
Нет кондиционера в номере за 9тыс₽,1
"Бронировали 3 номера на Банковском на одни сутки. Была приятно удивлена чистотой в отеле. Номера чистые, уютные, постельное белье белоснежное. В номере есть мини кухня и посуда. Можно приготовить еду, особенно актуально, если путешествуешь с детьми. Заселение в отель с 14:00, мы приехали в 8:00 и попросили оставить вещи в камере хранения. Но нам предложили вариант намного лучше! Так как один из номер был уже свободен и вымыт, нас засели сразу без всякой дополнительной оплаты. Персонал отеля вежливый! Рекомендую данный отель!",5
"Оч милый отель, отличное расположение до спаса на крови минут 15 пешком, до казанского 5. Понравился номер, чистый продуманный, все необходимое есть.",5
"Хороший отель. И расположение, и чистота, и удобство номеров. Клиентоориентированность персонала радует.",5
"Отличный отель почти в самом центре. Тихое место. Чистые уютные номера. Каждый раз когда бронирую, выбираю это место. У ребят несколько адресов, но на Банковском удобнее всего!",5
"Отличная гостиница в центре. Шаговая доступность до всех знакомых мест. Тихо в номерах, даже с клубом на первом этаже",5
"Неплохо, для относительно недавно Открытого отеля. Небольшое неудобство доставили остатки строительных работ в одном из лифтовых холлов. В остальном достойный отель в центре Питера.",5
Очень хороший отель,5
Мне очень понравилось в данном отеле номера комфортные и уютные отлично подходит для путешествий огромный плюс то что есть лифт,5
"Все чисто, уютно. Но НЕТ КОНДИЦИОНЕРА",5
"Отель находится в центре, в пешей доступности все достопримечательности👍Чисто,уютно, девчата-уборщицы каждый день убирают👍На каждом этаже гладильные доски с утюгами, кулеры👍 В номере есть все необходимое, кроме кондиционера😕 Снимая звезду за непрофессионализм администратора! 21.06 у нас заселение, бронировали через тур оператора на 5 суток, на ресепшене девушка с темными длинными волосами сообщила мне что у нас оплачено лишь за сутки,я ей возразила что такого не может быть,она несколько раз со мной пыталась пререкаться,убеждала неочень хорошим тоном что она права,пока я не достала ваучер, тогда она что-то в своей же программе посмотрела и сквозь зубы извинилась. А я между прочим уже потревожила своего тур.агента из-за невнимательности и некомпетентности дамы на ресепшене,которая не туда смотрит,по всей видимости. Хотелось бы чтобы работники соответствовали отелю👍 Поэтому все отлично,кроме некомпетентных сотрудников и отсутствия кондиционера,летом он просто необходим!",4
"Отличный отель, очень удобное расположение, рядом метро, Казанский собор , канал Грибоедова да и вообще все достопримечательности. Номера, комфортные, чистые, есть мини кухня, можно приготовить завтрак….Обслуживание 🔥. Нам очень понравилось, рекомендую на все 💯",5
"Хорошее место, но, к сожалению, обслуживание на ресепшен желает лучшего. Администраторы разрываются, раздраженные. Если честно, я была в мягком шоке. Номер не большой, но все есть. Под окнами базируются поставщики, но нам это не доставляло дискомфорта. В зоне ресепшн стоит кофемашина, я оплатила услугу, но, к сожалению, в ней закончились зерна. И ситуация эпикфейл - я попросила администратора решить вопрос, но я оказалась в конце очереди выделяющихся и заселяющихся, я по большому счету не поняла с какого перепугу.... Т.е. есть доп услуги, кто не досмотрел, деньги сняли, услуга не оказана, на мои обращения администратор раздражённо обещала подойти, а я ожидала и наблюдала 4 заселения/выселения и типа подождите. Просто охренеть, нормальная постановка вопроса. В общем когда на меня соблаговолили обратить внимание - предложили оплатить кофе ещё раз, взяли номер карты и телефона с обещанием сделать возврат. И, по сей день - ни возврата, ни извинений.",3
Отличный чистый отель с прекрасным обслуживанием и расположением.,5
"Классный отель. Вежливый персонал, чтстота. Про шум не знаю, нам сильно повезло, караоке напротив дома закрылось на ремонт как раз в тот день, когда мы заселились) Территориальное расположение просто супер, сто метров и ты в самой гуще событий) Ни разу такси не брали, а зачем? До любой точки 5-15 минут ходьбы. Желаю процветания и разобраться с шумоизоляцией окон)",5
"Удачное расположение, приятный персонал, уютные номера, уборка каждый день, смена полотенец, тихий дворик. Обязательно вернёмся. УДАЧИ ВАМ И ПРОЦВЕТАНИЯ!!!",5
Всё прекрасно. Для того чтобы переночевать всё есть. В моём номере 215 немного шумел холодильник. У друзей в 202 не шумел.,5
"К сожалению, вынуждена оставить негативный отзыв о данном отеле. 1. Самая главная проблема этого отеля это хамское поведение персонала на ресепшен. Даже не пытаются помочь. Сразу хамят. 2. Обманули с финальной стоимостью номера. В письме подтверждения была одна сумма, а на месте озвучили другую. Объяснив это тем что для ребенка поставили раскладушку, вместо манежа, хотя нам нужен был манеж. 3. Очень шумно. Если окна номера выходят во внутренний двор, то это помойка и точка выдачи заказов курьерам. Шум круглосуточно. Если на улицу то музыка от баров всю ночь. 4. Духота и жара в номере, кондиционера нет, а окна открыть возможности нет. (См пункт выше) 5. На четвертый день в номере перестала сливать вода в душе. Сообщили на ресепшен, нам ответили «у нашего сантехника рабочий день закончен, можете вызвать круглосуточную службу за свой счет». К слову о хамском поведении сотрудников.",2
Ужас,1
"Очень понравилась гостиница! Очень удобное расположение, в пешей доступности от Казанского собора. В номере чисто, просторно. У нас был номер с кухней. На этаже есть стиральная и сушильная машина. За 200₽ можно постирать и посушить. (Плесенью, кстати не пахнет). Но вот кондиционера в номере нет, только вентилятор. В жаркую погоду будет душно. Но учитывая, что в Питере жарких дней в году не много, то норм.",5
"Нам понравился отель. Удобное расположение, недалеко от ст. Невский проспект, рядом Казанский собор. Номер был семейный, с 2х спальной кроватью и диванчиком. С мини кухней и кондиционером. Номер был на мансарде, но там не было жарко. Звукоизоляция очень хорошая в номере очень тихо. Чисто, каждый день убирают. 2 входа, есть лифт. Завтрак можно заказать из ресторана или приготовить в своём номере, на мини кухне, как у нас. Почему-то в номере не было бутылок с водичкой, но был кулер на 1м этаже. В номере жалюзи полный блекаут, в период белых ночей, то что надо! Уже 2й раз останавливаемся в izzzi, очень нравится! Рекомендую!",5
"Чистый и комфортабельный семейный номер . Уборка проводилась каждый. Расположение в центре города, добираться быстро.",5
"Очень любим! когда едем в Питер, стараемся останавливаться только в Izzzi👍🏻",5
Всё нормуль!!! Советую,5
"Отличный отель в самом сердце города - очень удобное расположение, просторные номера, наличии кухни - огромный плюс. Качественное постельное белье. Рекомендую!",5
"Очень уютный отель. Хороший сервис. Уборка номера ежедневная, замена полотенец через 2 дня. Есть в номере всё необходимое + небольшая кухня. Можно приготовить еду на скорую руку",5
"Отличное место что бы остановиться, чисто уютно, уборка в номерах каждый день, постельное белье чистое и белоснежное, хорошие матрацы. Имеется лифт кофемашина, кулеры с водой на каждом этаже, так же есть прачечная самообслуживания и что не маловажно в каждом номере своя кухня с холодильником плитой и микроволновой печью, посуда так же в наличии, кому жарко по запросу предоставляют вентилятор) Место расположение супер, выходите поворачиваете на лево и вы в центре, все в шаговой доступности. Ценник тоже порадовал. В общем очень советую. Спасибо персоналу за теплый прием и качественное обслуживание.",5
"Отличное расположение, чисто уютно, номер маленький, но все что нужно есть, даже кухня. Есть мелкие недочёты, но на комфортное проживание не сказывается.",5
"Хочу выразить благодарность сотрудникам отеля Izzi. Мы всей семьёй,в колличестве 5 человек останавливались в нем с 06.06.24-09.06.24. У нас было два номера,все чисто,уютно,принадлежности в ванной даже фен. Убирали ежедневно.Геолакация отеля очень удобная. Нам всем очень понравилось,будем в Питере остановимся в нем же. Рекомендую.",5
"Откуда у отеля рейтинг 5,0 не представляю. Плюсы - расположение А минус в том, нет, не так, ОГРОМНЫЙ МИНУС, что соседом этого отеля является стрип-бар. Ночью душно, спать без открытого окна невозможно (хотя и закрытое окно не помогло). В общем весь контингент этого бара всю ночь прямо под окнами орет, матерится, ржет, слушает музыку на всю улицу, спать невозможно. Парадокс в том, что номер в выходные стоит дороже чем в будни, а концентрация этого неадекватного контингента в выходные выше в разы. Честно, в ночь с субботы на воскресенье мы не сомкнули глаз, этот шум и гул слышен даже с закрытым окном. Бездействие админов поражает) ну главное им спится хорошо Поэтому знайте, если вас поселили в номер с окнами на банковский переулок - спать (в выходные как минимум) вы не сможете. 8к за ночь это грабеж за такие условия и администрации все равно Очень пожалели что остановились тут",1
Нам понравилось все!!!!,5
"Нам очень понравилось, были с сестрой и двумя племяшка ми, только сегодня вернулись, удобное расположение, чисто, мило, тихо",5
"Останавливались в мае 2024 на три дня. Izzzi на банковском это второй отель сети, который я посещаю. Год назад была на Владимирском. Что сказать? В целом, как и на фото. Есть лифт. Номер хороший, всё, что нужно есть, опуская мелочи. Персонал доброжелательный и внимательный. Если планируете останавливаться в тёплое и жаркое время года, то нужно знать, что по ночам можно и не выспаться при открытых окнах. Кондиционеры пока не предусмотрены, приходится открывать окна, иначе духотища. Нам не повезло. Со стороны двора у нас под окнами оказалась яндекс-доставка: шум, треп доставщиков, хлопание дверей и тд. Хочется поблагодарить администратора Александра, который вместе с нами боролся за ночную тишину и старался нам помочь, предложил даже перебраться в другой номер. Короче, по сравнению с izzzi на Владимирском, как по мне, так на Банковском проигрывает пока. Хотя расположение прекрасное: канал Грибоедова в минуте ходьбы, даже меньше. Рядом много мест, где поесть быстро и недорого. Хочется пожелать отелю устранить недостатки и радовать гостей)",4
"Хорошие место рядом с центром, в отеле все нормально,в номере все есть,можно заказать завтрак,поздравили с днем рождения ,приятно!",5
"Заселили раньше положенного срока. Номер очень уютный, хорошо проветривался + мини кухня. Расположение достаточно удобное, так как практически до всех достопримечательностей 7-15 минут пешком.",5
"Расположение удобное, но очень шумно ночью за окном, тк там базируется какая-то доставка. Попросили сменить номер на более комфортный, нам его *забронировали*, но в день переезда никто об этой брони ничего не знал, поэтому минус!",3
"Очень удобное расположение, в номере есть все, что нужно. Завтраки так себе, но в номере была миникухня со всем необходимым.",4
"чисто,недалеко от центра все необходимые имеется,смутил только лифт старенький,а так все хорошо",5
"Номера чистые, интерьер хороший. Но самый большой минус это отсутствие кондиционера. Приходилось открывать окно, за которым было очень шумно.",3
"Из плюсов: 1) расположение; 2) наличие стиральных машин и утюга на каждом этаже; 3) красивые интерьеры холла и лобби; Минусы: 1) НЕТ КОНДИЦИОНЕРА!!! 2) окна во двор колодец, где всю ночь кипит жизнь: хлопают дверью, играет музыка в машине, разговаривают по телефону - и это все от сотрудников отеля; Минусы существеннее плюсов, так как в этом отеле я не спала 3 ночи. Не рекомендую.",2
"Нет кондиционера, было душно. Очень шумно, потому что внизу бар или кафе. Не удобные подушки. Единственный плюс это то что все близко.",3
"Отличный отель. Расположен рядом с Казанским Собором. В номере есть телевизор, мини кухня. Микроволновка, холодильник, чайник, посуда, столовые приборы. Удобный матрас на кровати. Чистый санузел с душевой. Приятный и вежливый персонал. Нам все понравилось. Будем останавливаться здесь вновь",5
"Под окнами каждую ночь орут подростки из бара до 5 утра, если не хотите спать под ор и крик, то лучше выбрать другую гостиницу",1
"Проживали в отеле с 22.05 по 25.05.2024, номер на двоих, в комнате мини кухня, сололовые приборы, мне все супер!!!!",5
"Останавливались второй раз, на этот раз номер смарт. Очень маленький, но всё что нужно есть. Из минусов: солнечная сторона, очень жарко, что-то видимо с вентиляцией, она не справляется. Окна выходили на Яндекс. Лавку второй этаж при открытом окне очень слышно как хлопает дверь и курят курьеры в ожидании заказов. В остальном всё хорошо.",4
"Отличное место за свой бюджет, расположение в самом центре. Были небольшие проблемы с шумоизоляцией во время работы соседнего клуба, но не критично.",5
"Хороший отель, но есть минусы. Нет кондиционера в номере, очень душно, а если спать с открытым окном то очень шумно. Так как номер выходит на банковский проспект. Плюс не работал лифт на первом этаже. Три дня, а проблему никто решить не может. Периодически неприятно воняет из туалета. Сломанный сейф, который не смог никто починить. В целом номера чистые ( правда пыль на подрозетнике, жаль не сделала фото), кровати удобные, белье чистое, меняют, но уборка на троечку. Пылесосят редко, раковины и унитазы не моют.",4
"Отличный отель. Чисто, расположение просто супер, тихо. Короче всем остались довольны 👍👍👍",5
"Главный плюс расположение!!! всё остальное как обычно не чего особенного, но расположение шикарное, в шаговой доступности большинство достопримечательностей Питера",5
"Номера небольшие, но есть всё необходимое ( мини кухня, ванная комната, удобная кровать) в номере очень чисто, персонал очень дружелюбный и внимательный. Единственный минус отсутвие кондиционера, но был напольный вентилятор в номере. И огромный плюс это местоположение!!!",5
"Хороший отель, удачное местоположение, приятный персонал. Номера небольшие, но в них есть все необходимое. Минус - нет кондиционеров. С открытыми окнами иногда залетают комары",4
"В целом, очень даже не плохо, удобное расположение, удобный номер, чистый, лучше брать последние этажи, так как в доме есть что-то типо ночного клуба и если второй этаж будет и ближе к клубу, то сами понимаете. Авто можно припарковать во дворе!! Был там 17 и 18 мая 2024, лично меня, так всё устроило. Разве что, только чуть дороговато.",5
"Замечательный отель! Стильное место, прекрасные номера и не менее прекрасные сотрудники",5
"место очень странное, интерьер отеля классный,НО в номере очень душно,даже с открытым окном. кстати про окно,у нас было окно в пол,открывалось настежь,даже без сетки! еще раз не приехала бы,магазины все далековаты",3
"Уютный минимализм. Чисто, как то энергетически спокойно. Мне по кайфу.",5
Неплохо и не дорого,4
"Воспользовались гостиницей этой сети второй раз, но в этот раз по другому адресу. У Банковского моста оказалось не так комфортно. Номер просторный, с красивым арочным окном от пола до потолка, но очень грязные стёкла, оформленные ещё более грязными искусственными цветами. Первый этаж, окно открывается, но как сел один грязный и подвыпивший прохожий под окошком разговаривать о своей жизни, то бежать оттуда хотелось... На просьбу к администратру что-то предпринять, был расплывчатый ответ: я боюсь у этому человеку подходить. Утро, мои дети ещё спали. Кроме того, всю ночь был шум и взрывы хохота из рядом находящегося кафе. А прямо в окно каждую ночь бил оранжевый свет от какого-то заведения напротив со светящимся названием ""Менталитет"" и изображением человека, вместо головы у которого был плафон торшера. Номер предоставили на троих, но стульев оказалось два. Один из нас принимал пищу, сидя на постели, преодолевая барьер миниКухни. Из модернового арочного потолка висела совсем не модерновая люстра: какой-то игольчатый шар. Даже не пытались включать такое безобразие.",1
